units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,valve,12757,NA,Diatoms,valve,Adlafia bryophila,DIAT,1,1
NISP,NA,valve,12763,NA,Diatoms,valve,Psammothidium altaicum,DIAT,19,1
NISP,NA,valve,12804,NA,Diatoms,valve,Stauroforma exiguiformis,DIAT,17,1
NISP,NA,valve,12806,NA,Diatoms,valve,Fragilariforma polygonata,DIAT,7,1
NISP,NA,valve,12811,NA,Diatoms,valve,Frustulia erifuga,DIAT,2,1
NISP,NA,valve,12815,NA,Diatoms,valve,Gomphonema exilissimum,DIAT,2,1
NISP,NA,valve,12819,NA,Diatoms,valve,Mayamaea agrestis,DIAT,4,1
NISP,NA,valve,12848,NA,Diatoms,valve,Chamaepinnularia mediocris,DIAT,34,1
NISP,NA,valve,12851,NA,Diatoms,valve,Craticula minusculoides,DIAT,1,1
NISP,NA,valve,12860,NA,Diatoms,valve,Craticula riparia,DIAT,1,1
NISP,NA,valve,12863,NA,Diatoms,valve,Chamaepinnularia soehrensis,DIAT,3,1
NISP,NA,valve,12902,NA,Diatoms,valve,Eunotia subarcuatoides,DIAT,3,1
NISP,NA,valve,12957,NA,Diatoms,valve,Nupela impexiformis,DIAT,1,1
NISP,NA,valve,12966,NA,Diatoms,valve,Fallacia spp.,DIAT,1,1
NISP,NA,valve,12975,NA,Diatoms,valve,Sellaphora spp.,DIAT,7,1
NISP,NA,valve,13015,NA,Diatoms,valve,Aulacoseira lacustris,DIAT,6,1
NISP,NA,valve,13031,NA,Diatoms,valve,Encyonema hebridicum,DIAT,1,1
NISP,NA,valve,13038,NA,Diatoms,valve,Nupela vitiosa,DIAT,2,1
NISP,NA,valve,13040,NA,Diatoms,valve,Pinnularia rhombarea,DIAT,7,1
NISP,NA,valve,13056,NA,Diatoms,valve,Frustulia krammeri,DIAT,36,1
NISP,NA,valve,13101,NA,Diatoms,valve,Nupela fennica,DIAT,1,1
NISP,NA,valve,13152,NA,Diatoms,valve,Pinnularia perirrorata,DIAT,1,1
NISP,NA,valve,13169,NA,Diatoms,valve,Pinnularia brauniana,DIAT,2,1
NISP,NA,valve,13193,NA,Diatoms,valve,Cymbopleura naviculiformis,DIAT,2,1
NISP,NA,valve,13216,NA,Diatoms,valve,Rossithidium nodosum,DIAT,1,1
NISP,NA,valve,13237,NA,Diatoms,valve,Aulacoseira nivalis,DIAT,6,1
NISP,NA,valve,13244,NA,Diatoms,valve,Encyonema elginense,DIAT,13,2
NISP,NA,valve,13245,NA,Diatoms,valve,Encyonema neogracile,DIAT,15,1
NISP,NA,valve,13251,NA,Diatoms,valve,Eunotia mucophila,DIAT,4,1
NISP,NA,valve,13265,NA,Diatoms,valve,Gomphonema coronatum,DIAT,1,1
NISP,NA,valve,13302,NA,Diatoms,valve,Nupela gracillima,DIAT,1,1
NISP,NA,valve,22534,NA,Diatoms,valve,Naviculaceae,DIAT,29,1
NISP,NA,valve,24351,NA,Diatoms,valve,Luticola spp.,DIAT,3,1
NISP,NA,valve,24429,NA,Diatoms,valve,Diatoma,DIAT,63,1
NISP,NA,valve,24664,NA,Diatoms,valve,Pinnularia cf. sinistra,DIAT,2,1
NISP,NA,valve,24693,NA,Diatoms,valve,Nupela spp.,DIAT,2,1
NISP,NA,valve,24793,NA,Diatoms,valve,Brachysira cf. neoexilis,DIAT,1,1
NISP,NA,valve,24945,NA,Diatoms,valve,Craticula spp.,DIAT,1,1
NISP,NA,valve,25126,NA,Diatoms,valve,Sellaphora verecundiae,DIAT,12,1
NISP,NA,valve,25128,NA,Diatoms,valve,Stauroneis neohyalina,DIAT,7,1
NISP,NA,valve,25161,NA,Diatoms,valve,Encyonema spp.,DIAT,31,1
NISP,NA,valve,25182,NA,Diatoms,valve,Pinnularia silvatica,DIAT,18,1
NISP,NA,valve,25183,NA,Diatoms,valve,Pinnularia subrupestris,DIAT,3,1
NISP,NA,valve,25239,NA,Diatoms,valve,Staurosira venter,DIAT,12,1
NISP,NA,valve,25357,NA,Diatoms,valve,Nitzschia cf. vermicularis,DIAT,10,1
NISP,NA,valve,27058,NA,Diatoms,valve,Brachysira cf. procera,DIAT,1,1
NISP,NA,valve,27075,NA,Diatoms,valve,Encyonema gracile,DIAT,9,1
NISP,NA,valve,27102,NA,Diatoms,valve,Humidophila contenta,DIAT,3,1
NISP,NA,valve,27103,NA,Diatoms,valve,Humidophila perpusilla,DIAT,1,1
NISP,NA,valve,27142,NA,Diatoms,valve,Navicula sp.,DIAT,1,1
NISP,NA,valve,27152,NA,Diatoms,valve,Stauroneis gracilis,DIAT,4,1
NISP,NA,valve,27175,NA,Diatoms,valve,Nitzschia sp.,DIAT,5,1
NISP,NA,valve,27982,NA,Diatoms,valve,Undetermined diatom,DIAT,5,1
NISP,NA,valve,28469,NA,Diatoms,valve,Planothidium spp.,DIAT,8,1
NISP,NA,valve,28623,NA,Diatoms,valve,Navicula cf. angusta,DIAT,1,1
NISP,NA,valve,28693,NA,Diatoms,valve,Achnanthidium spp.,DIAT,2,1
NISP,NA,valve,28727,NA,Diatoms,valve,Pinnularia viridiformis,DIAT,1,1
NISP,NA,valve,28730,NA,Diatoms,valve,Pinnularia subanglica,DIAT,8,1
NISP,NA,valve,28731,NA,Diatoms,valve,Pinnularia subcapitata var. subrostrata,DIAT,15,1
NISP,NA,valve,28884,NA,Diatoms,valve,Nupela tenuicephala,DIAT,17,1
NISP,NA,valve,29884,NA,Diatoms,valve,Eunotia cf. sudetica,DIAT,1,1
NISP,NA,valve,29944,NA,Diatoms,valve,Eunotia cf. paludosa,DIAT,2,1
NISP,NA,valve,30147,NA,Diatoms,valve,Bacillaria paxillifer,DIAT,1,1
NISP,NA,valve,30337,NA,Diatoms,valve,Hantzschia sp.,DIAT,2,1
NISP,NA,valve,30848,NA,Diatoms,valve,Encyonopsis spp.,DIAT,3,1
NISP,NA,valve,32092,NA,Diatoms,valve,Achnanthidium helveticum,DIAT,2,1
NISP,NA,valve,32093,NA,Diatoms,valve,Aneumastus sp.,DIAT,1,1
NISP,NA,valve,32095,NA,Diatoms,valve,Caloneis cf. dubia,DIAT,1,1
NISP,NA,valve,32096,NA,Diatoms,valve,Encyonema cf. gaeumannii,DIAT,1,1
NISP,NA,valve,32097,NA,Diatoms,valve,Fallacia cf. vitrea,DIAT,1,1
NISP,NA,valve,32098,NA,Diatoms,valve,Fragilariforma nitzschioides,DIAT,3,1
NISP,NA,valve,32099,NA,Diatoms,valve,Gomphonema cf. parvulum,DIAT,4,1
NISP,NA,valve,32100,NA,Diatoms,valve,Nitzschia amphioxys,DIAT,1,1
NISP,NA,valve,32101,NA,Diatoms,valve,Nitzschia cf. elegantula,DIAT,1,1
NISP,NA,valve,32103,NA,Diatoms,valve,Pinnularia cf. brevicostata,DIAT,2,1
NISP,NA,valve,32104,NA,Diatoms,valve,Pinnularia cf. interrupta,DIAT,8,1
NISP,NA,valve,32105,NA,Diatoms,valve,Pinnularia cf. lata,DIAT,1,1
NISP,NA,valve,32106,NA,Diatoms,valve,Sellaphora cf. americana,DIAT,1,1
NISP,NA,valve,35376,NA,Diatoms,valve,Eunotia ambivalens,DIAT,1,1
NISP,NA,valve,35388,NA,Diatoms,valve,Humidophila brekkaensis,DIAT,2,1
NISP,NA,valve,35925,NA,Diatoms,valve,Eunotia seminulum,DIAT,3,1
NISP,NA,valve,36139,NA,Diatoms,valve,Aulacoseira laevissima,DIAT,25,1
NISP,NA,valve,36313,NA,Diatoms,valve,Psammothidium spp.,DIAT,9,1
NISP,NA,valve,38994,NA,Diatoms,valve,Eunotia boreoalpina,DIAT,16,1
NISP,NA,valve,39004,NA,Diatoms,valve,Eunotia islandica,DIAT,1,1
NISP,NA,valve,39027,NA,Diatoms,valve,Genkalia digitulus,DIAT,1,1
NISP,NA,valve,39066,NA,Diatoms,valve,Neidium longiceps,DIAT,4,1
NISP,NA,valve,39074,NA,Diatoms,valve,Nupela subrostrata,DIAT,1,1
NISP,NA,valve,39092,NA,Diatoms,valve,Psammothidium acidoclinatum,DIAT,8,1
NISP,NA,valve,39100,NA,Diatoms,valve,Sellaphora atomoides,DIAT,9,1
NISP,NA,valve,39106,NA,Diatoms,valve,Sellaphora raederae,DIAT,27,1
NISP,NA,valve,41129,NA,Diatoms,valve,Stauroneis angustilancea,DIAT,5,1
NISP,NA,valve,41167,NA,Diatoms,valve,Adlafia spp.,DIAT,2,1
NISP,NA,valve,41168,NA,Diatoms,valve,Chamaepinnularia spp.,DIAT,4,1
NISP,NA,valve,41169,NA,Diatoms,valve,Chamaepinnularia muscicola,DIAT,1,1
NISP,NA,valve,45507,NA,Diatoms,valve,Geissleria spp.,DIAT,1,1
NISP,NA,valve,45586,NA,Diatoms,valve,Pinnularia anglica,DIAT,23,1
NISP,NA,valve,45684,NA,Diatoms,valve,Pinnularia pisciculus,DIAT,1,1
NISP,NA,valve,49164,NA,Diatoms,valve,Fragilaria capucina sensu lato,DIAT,4,1
NISP,NA,valve,49919,NA,Diatoms,valve,Achnanthidium linearioide,DIAT,7,1
NISP,NA,valve,49920,NA,Diatoms,valve,Achnanthidium minutissimum s.l.,DIAT,11,1
NISP,NA,valve,49921,NA,Diatoms,valve,Aulacoseira aff. tenella,DIAT,24,1
NISP,NA,valve,49922,NA,Diatoms,valve,Aulacoseira cf. alpigena,DIAT,4,1
NISP,NA,valve,49924,NA,Diatoms,valve,Aulacoseira nivalis/A. pfaffiana,NA,8,1
NISP,NA,valve,49926,NA,Diatoms,valve,Chamaepinnularia rhombelliptica,DIAT,14,1
NISP,NA,valve,49927,NA,Diatoms,valve,Eunotia aff. faba,DIAT,1,1
NISP,NA,valve,49928,NA,Diatoms,valve,Eunotia aff. flexuosa,DIAT,2,1
NISP,NA,valve,49929,NA,Diatoms,valve,Eunotia cf. E. dorofeyukiae,DIAT,3,1
NISP,NA,valve,49930,NA,Diatoms,valve,Eunotia cf. minor,DIAT,1,1
NISP,NA,valve,49931,NA,Diatoms,valve,Eunotia diadema,DIAT,8,1
NISP,NA,valve,49932,NA,Diatoms,valve,Eunotia dorofeyukiae,DIAT,1,1
NISP,NA,valve,49933,NA,Diatoms,valve,Eunotia exigua s.l.,DIAT,35,1
NISP,NA,valve,49934,NA,Diatoms,valve,Eunotia incisadistans,DIAT,5,1
NISP,NA,valve,49935,NA,Diatoms,valve,Eunotia marvanii,DIAT,1,1
NISP,NA,valve,49936,NA,Diatoms,valve,Eunotia minutula,DIAT,2,1
NISP,NA,valve,49937,NA,Diatoms,valve,Eunotia paratridentula,DIAT,8,1
NISP,NA,valve,49938,NA,Diatoms,valve,Eunotia serra s.l.,DIAT,9,1
NISP,NA,valve,49939,NA,Diatoms,valve,Fragilaria nevadensis,DIAT,17,1
NISP,NA,valve,49940,NA,Diatoms,valve,Fragilariforma aff. nitzschioides,DIAT,1,1
NISP,NA,valve,49941,NA,Diatoms,valve,Fragilariforma cf. virescens,DIAT,1,1
NISP,NA,valve,49942,NA,Diatoms,valve,Frustulia cf. erifuga,DIAT,1,1
NISP,NA,valve,49943,NA,Diatoms,valve,Frustulia cf. krammeri,DIAT,2,1
NISP,NA,valve,49944,NA,Diatoms,valve,Genkalia boreoalpina,DIAT,1,1
NISP,NA,valve,49945,NA,Diatoms,valve,Genkalia spp.,DIAT,1,1
NISP,NA,valve,49946,NA,Diatoms,valve,Gomphonema parvulum s.l.,DIAT,8,1
NISP,NA,valve,49947,NA,Diatoms,valve,Humidophila spp.,DIAT,4,1
NISP,NA,valve,49948,NA,Diatoms,valve,Iconella curvula,DIAT,14,1
NISP,NA,valve,49949,NA,Diatoms,valve,Iconella delicatissima,DIAT,4,1
NISP,NA,valve,49950,NA,Diatoms,valve,Kobayasiella cf. subtilissima,DIAT,1,1
NISP,NA,valve,49951,NA,Diatoms,valve,Kobayasiella parasubtilissima,DIAT,6,1
NISP,NA,valve,49952,NA,Diatoms,valve,Kobayasiella spp.,DIAT,4,1
NISP,NA,valve,49953,NA,Diatoms,valve,Meridion constrictum,DIAT,4,1
NISP,NA,valve,49954,NA,Diatoms,valve,Neidium cf. N. ampliatum,DIAT,11,1
NISP,NA,valve,49956,NA,Diatoms,valve,aff. Nupela,DIAT,10,1
NISP,NA,valve,49957,NA,Diatoms,valve,Pinnularia angulosa,DIAT,1,1
NISP,NA,valve,49958,NA,Diatoms,valve,Pinnularia interrupta var. gibberula,DIAT,2,1
NISP,NA,valve,49961,NA,Diatoms,valve,Pinnularia cf. P. biceps,DIAT,2,1
NISP,NA,valve,49962,NA,Diatoms,valve,Pinnularia cf. P. silvatica,DIAT,2,1
NISP,NA,valve,49963,NA,Diatoms,valve,Pinnularia divergens s.l.,DIAT,2,1
NISP,NA,valve,49964,NA,Diatoms,valve,Pinnularia divergens f. divergens,DIAT,1,1
NISP,NA,valve,49965,NA,Diatoms,valve,Pinnularia dornii,DIAT,2,1
NISP,NA,valve,49966,NA,Diatoms,valve,Pinnularia kuetzingii,DIAT,1,1
NISP,NA,valve,49967,NA,Diatoms,valve,Pinnularia stomatophora var. irregularis,DIAT,2,1
NISP,NA,valve,49968,NA,Diatoms,valve,Pinnularia subcapitata s.l.,DIAT,30,1
NISP,NA,valve,49970,NA,Diatoms,valve,Platessa oblongella,DIAT,30,1
NISP,NA,valve,49971,NA,Diatoms,valve,Psammothidium microscopicum,DIAT,1,1
NISP,NA,valve,49972,NA,Diatoms,valve,Psammothidium perpusillum,DIAT,1,1
NISP,NA,valve,49973,NA,Diatoms,valve,Stauroneis acidoclinata,DIAT,2,1
NISP,NA,valve,49974,NA,Diatoms,valve,Tabellaria cf. T. flocculosa,DIAT,30,1
NISP,NA,valve,49975,NA,Diatoms,valve,Achnanthidium cf. A. minutissimum,DIAT,1,1
NISP,NA,valve,49976,NA,Diatoms,valve,Aulacoseira cf. A. valida,DIAT,1,1
NISP,NA,valve,49977,NA,Diatoms,valve,Pinnularia stomatophora f. stomatophora,DIAT,1,1
NISP,NA,NA,5395,NA,Diatoms,NA,Eunotia,DIAT,1,1
NISP,NA,NA,5397,NA,Diatoms,NA,Pinnularia,DIAT,4,2
g,NA,dry mass,276,NA,Laboratory analyses,dry mass,Sample quantity,LABO,34,1
g,NA,wet mass,276,NA,Laboratory analyses,wet mass,Sample quantity,LABO,34,1
ml,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,61,2
number,NA,yr/cm,47069,NA,Laboratory analyses,NA,Varves,LABO,34,1
